id,text,sentiment_label,intent_label,topic_label,annotation_status,confidence_score
TXT-0969,Top notch quality and super fast shipping.,Positive,Inquiry,Entertainment,annotated,0.85
TXT-0970,No issues with the order. Standard delivery.,Neutral,Inquiry,Sports,annotated,0.87
TXT-0971,Received the item in perfect condition. Very satisfied. 5 stars.,Positive,Complaint,Finance,annotated,0.95
TXT-0972,Great value for money. The product is exactly as described.,Positive,Request,Technology,annotated,0.88
TXT-0973,Worst purchase ever. Complete waste of money. Avoid.,Negative,Complaint,Technology,annotated,0.93
TXT-0974,Very disappointed. The item looks nothing like the photos.,Negative,Complaint,Entertainment,annotated,0.79
TXT-0975,Top notch quality and super fast shipping. Would recommend.,Positive,Greeting,Finance,annotated,0.87
TXT-0976,Extremely slow delivery. Took three weeks for a local order.,Negative,Inquiry,Health,annotated,0.91
TXT-0977,Nothing remarkable but no complaints either.,Neutral,Inquiry,Finance,annotated,0.93
TXT-0978,"It does what it says. Nothing more, nothing less.",Neutral,Request,Health,annotated,0.91
TXT-0979,Order was processed and shipped on time.,Neutral,Feedback,Finance,annotated,0.95
TXT-0980,Fast delivery and excellent packaging. Will buy again. Loved it!,Positive,Complaint,Entertainment,annotated,0.88
TXT-0981,Very happy with this purchase. Works like a charm. 5 stars.,Positive,Request,Sports,annotated,0.91
TXT-0982,Fell apart on the first use. Very poor craftsmanship.,Negative,Complaint,Entertainment,annotated,0.87
TXT-0983,Loved the packaging and the product quality is fantastic. Would recommend.,Positive,Inquiry,Entertainment,annotated,0.88
TXT-0984,Awful smell and bad material. Returned immediately.,Negative,Request,Sports,annotated,0.95
TXT-0985,Fast delivery and excellent packaging. Will buy again.,Positive,Complaint,Finance,annotated,0.9
TXT-0986,Loved the packaging and the product quality is fantastic.,Positive,Greeting,Entertainment,annotated,0.96
TXT-0987,Brilliant product! Exactly what I needed. Loved it!,Positive,Inquiry,Finance,annotated,0.91
TXT-0988,Terrible product. Stopped working after just two days. Avoid.,Negative,Inquiry,Technology,annotated,0.91
TXT-0989,Awful smell and bad material. Returned immediately. Avoid.,Negative,Complaint,Technology,annotated,0.79
TXT-0990,Fast delivery and excellent packaging. Will buy again. Would recommend.,Positive,Inquiry,Health,annotated,0.93
TXT-0991,I regret buying this. Total disappointment. Zero stars.,Negative,Greeting,Health,annotated,0.95
TXT-0992,Highly overpriced for the terrible quality offered. Very bad.,Negative,Feedback,Health,annotated,0.85
TXT-0993,The product arrived broken and the return process is a nightmare.,Negative,Request,Entertainment,annotated,0.85
TXT-0994,Fast delivery and excellent packaging. Will buy again. 5 stars.,Positive,Inquiry,Technology,annotated,0.95
TXT-0995,Top notch quality and super fast shipping. 5 stars.,Positive,Greeting,Sports,annotated,0.79
TXT-0996,Superb build quality and very easy to set up. Loved it!,Positive,Greeting,Technology,annotated,0.88
TXT-0997,Very disappointed. The item looks nothing like the photos. Very bad.,Negative,Greeting,Health,annotated,0.95
TXT-0998,Received the item in perfect condition. Very satisfied.,Positive,Feedback,Entertainment,annotated,0.79
TXT-0999,Nothing remarkable but no complaints either.,Neutral,Feedback,Finance,annotated,0.9
TXT-1000,I regret buying this. Total disappointment.,Negative,Request,Sports,annotated,0.87
TXT-1001,Works as expected. Average experience.,Neutral,Greeting,Finance,annotated,0.93
TXT-1002,Do not buy this. It is a scam. Avoid.,Negative,Complaint,Technology,annotated,0.88
TXT-1003,The product exceeded my expectations. Absolutely love it! Would recommend.,Positive,Inquiry,Entertainment,annotated,0.85
TXT-1004,Extremely slow delivery. Took three weeks for a local order.,Negative,Feedback,Health,annotated,0.91
TXT-1005,Superb build quality and very easy to set up. Loved it!,Positive,Inquiry,Health,annotated,0.91
TXT-1006,Order was processed and shipped on time.,Neutral,Feedback,Health,annotated,0.85
TXT-1007,Superb build quality and very easy to set up.,Positive,Complaint,Technology,annotated,0.79
TXT-1008,"Product is okay. Not great, not bad.",Neutral,Feedback,Sports,annotated,0.79
TXT-1009,Received on time. Packaging was intact.,Neutral,Greeting,Technology,annotated,0.9
TXT-1010,Decent product at a reasonable price.,Neutral,Inquiry,Health,annotated,0.93
TXT-1011,Brilliant product! Exactly what I needed. 5 stars.,Positive,Request,Technology,annotated,0.95
TXT-1012,"Product is okay. Not great, not bad.",Neutral,Request,Finance,annotated,0.93
TXT-1013,Awful smell and bad material. Returned immediately.,Negative,Feedback,Sports,annotated,0.87
TXT-1014,Works as expected. Average experience.,Neutral,Complaint,Entertainment,annotated,0.82
TXT-1015,Best purchase I have made this year. Truly outstanding.,Positive,Greeting,Entertainment,annotated,0.79
TXT-1016,The product exceeded my expectations. Absolutely love it! Loved it!,Positive,Feedback,Health,annotated,0.9
TXT-1017,Package was sealed properly. Contents were as listed.,Neutral,Feedback,Technology,annotated,0.93
TXT-1018,The product arrived broken and the return process is a nightmare.,Negative,Inquiry,Entertainment,annotated,0.87
TXT-1019,Nothing remarkable but no complaints either.,Neutral,Inquiry,Entertainment,annotated,0.82
TXT-1020,Package was sealed properly. Contents were as listed.,Neutral,Feedback,Technology,annotated,0.96
TXT-1021,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Request,Finance,annotated,0.85
TXT-1022,The app is intuitive and works perfectly without any bugs. Would recommend.,Positive,Inquiry,Entertainment,annotated,0.96
TXT-1023,Best purchase I have made this year. Truly outstanding. Loved it!,Positive,Feedback,Technology,annotated,0.85
TXT-1024,Received the wrong item and nobody is responding. Zero stars.,Negative,Request,Entertainment,annotated,0.85
TXT-1025,The product arrived on the expected delivery date.,Neutral,Greeting,Finance,annotated,0.95
TXT-1026,Amazing quality for the price. Highly recommend to everyone. 5 stars.,Positive,Greeting,Health,annotated,0.95
TXT-1027,Very happy with this purchase. Works like a charm. 5 stars.,Positive,Complaint,Entertainment,annotated,0.93
TXT-1028,Wonderful experience overall. Will definitely order again. Loved it!,Positive,Complaint,Sports,annotated,0.88
TXT-1029,Received the item in perfect condition. Very satisfied.,Positive,Complaint,Health,annotated,0.85
TXT-1030,Highly overpriced for the terrible quality offered. Very bad.,Negative,Complaint,Health,annotated,0.9
TXT-1031,The description is misleading. Product is much smaller than shown. Very bad.,Negative,Greeting,Health,annotated,0.85
TXT-1032,Terrible product. Stopped working after just two days. Avoid.,Negative,Feedback,Finance,annotated,0.88
TXT-1033,Amazing quality for the price. Highly recommend to everyone. 5 stars.,Positive,Greeting,Health,annotated,0.96
TXT-1034,Very happy with this purchase. Works like a charm. Would recommend.,Positive,Feedback,Finance,annotated,0.85
TXT-1035,Customer service was incredibly helpful and resolved my issue quickly. 5 stars.,Positive,Complaint,Entertainment,annotated,0.85
TXT-1036,Superb build quality and very easy to set up.,Positive,Inquiry,Entertainment,annotated,0.85
TXT-1037,The app is intuitive and works perfectly without any bugs.,Positive,Feedback,Finance,annotated,0.79
TXT-1038,Top notch quality and super fast shipping. 5 stars.,Positive,Inquiry,Finance,annotated,0.9
TXT-1039,Fast delivery and excellent packaging. Will buy again. 5 stars.,Positive,Feedback,Entertainment,annotated,0.9
TXT-1040,Delivery was on schedule. No issues with the order.,Neutral,Inquiry,Technology,annotated,0.91
TXT-1041,Delivery was on schedule. No issues with the order.,Neutral,Complaint,Sports,annotated,0.91
TXT-1042,The product exceeded my expectations. Absolutely love it! Great!,Positive,Request,Finance,annotated,0.82
TXT-1043,Top notch quality and super fast shipping.,Positive,Request,Entertainment,annotated,0.9
TXT-1044,The app is intuitive and works perfectly without any bugs. 5 stars.,Positive,Inquiry,Entertainment,annotated,0.79
TXT-1045,Very disappointed. The item looks nothing like the photos.,Negative,Inquiry,Technology,annotated,0.9
TXT-1046,Fell apart on the first use. Very poor craftsmanship.,Negative,Request,Health,annotated,0.85
TXT-1047,Wonderful experience overall. Will definitely order again. Would recommend.,Positive,Inquiry,Finance,annotated,0.95
TXT-1048,"It does what it says. Nothing more, nothing less.",Neutral,Feedback,Health,annotated,0.9
TXT-1049,Extremely slow delivery. Took three weeks for a local order. Zero stars.,Negative,Feedback,Sports,annotated,0.79
TXT-1050,The description is misleading. Product is much smaller than shown. Very bad.,Negative,Request,Technology,annotated,0.85
TXT-1051,The app is intuitive and works perfectly without any bugs. Would recommend.,Positive,Inquiry,Health,annotated,0.95
TXT-1052,Received the wrong item and nobody is responding. Avoid.,Negative,Greeting,Finance,annotated,0.9
TXT-1053,Superb build quality and very easy to set up. Great!,Positive,Complaint,Health,annotated,0.82
TXT-1054,Battery life is horrible. Barely lasts two hours. Very bad.,Negative,Greeting,Sports,annotated,0.96
TXT-1055,Received the item in perfect condition. Very satisfied.,Positive,Inquiry,Entertainment,annotated,0.82
TXT-1056,Standard product. Met the basic requirements.,Neutral,Inquiry,Sports,annotated,0.87
TXT-1057,Extremely slow delivery. Took three weeks for a local order. Very bad.,Negative,Inquiry,Entertainment,annotated,0.79
TXT-1058,Received the item in perfect condition. Very satisfied. Would recommend.,Positive,Feedback,Entertainment,annotated,0.9
TXT-1059,Top notch quality and super fast shipping. Loved it!,Positive,Complaint,Entertainment,annotated,0.93
TXT-1060,Brilliant product! Exactly what I needed. Would recommend.,Positive,Greeting,Entertainment,annotated,0.85
TXT-1061,The description is misleading. Product is much smaller than shown. Avoid.,Negative,Complaint,Sports,annotated,0.87
TXT-1062,Customer support was rude and unhelpful. Never buying again. Avoid.,Negative,Complaint,Entertainment,annotated,0.82
TXT-1063,Fast delivery and excellent packaging. Will buy again.,Positive,Feedback,Sports,annotated,0.82
TXT-1064,Wonderful experience overall. Will definitely order again. Great!,Positive,Inquiry,Finance,annotated,0.85
TXT-1065,Highly overpriced for the terrible quality offered. Very bad.,Negative,Inquiry,Sports,annotated,0.93
TXT-1066,Superb build quality and very easy to set up. 5 stars.,Positive,Greeting,Entertainment,annotated,0.82
TXT-1067,Great value for money. The product is exactly as described. Loved it!,Positive,Feedback,Health,annotated,0.88
TXT-1068,I am impressed with the performance. Worth every rupee. 5 stars.,Positive,Feedback,Technology,annotated,0.82
TXT-1069,Nothing remarkable but no complaints either.,Neutral,Greeting,Entertainment,annotated,0.91
TXT-1070,Extremely slow delivery. Took three weeks for a local order. Zero stars.,Negative,Complaint,Health,annotated,0.96
TXT-1071,Highly overpriced for the terrible quality offered. Very bad.,Negative,Greeting,Health,annotated,0.91
TXT-1072,Very disappointed. The item looks nothing like the photos. Avoid.,Negative,Inquiry,Sports,annotated,0.91
TXT-1073,Top notch quality and super fast shipping.,Positive,Feedback,Sports,annotated,0.82
TXT-1074,Extremely slow delivery. Took three weeks for a local order.,Negative,Greeting,Finance,annotated,0.82
TXT-1075,Awful smell and bad material. Returned immediately. Zero stars.,Negative,Inquiry,Finance,annotated,0.95
TXT-1076,Battery life is horrible. Barely lasts two hours.,Negative,Request,Finance,annotated,0.79
TXT-1077,Worst purchase ever. Complete waste of money. Zero stars.,Negative,Complaint,Technology,annotated,0.93
TXT-1078,Wonderful experience overall. Will definitely order again. Great!,Positive,Request,Sports,annotated,0.93
TXT-1079,Customer service was incredibly helpful and resolved my issue quickly. Great!,Positive,Request,Sports,annotated,0.93
TXT-1080,No issues with the order. Standard delivery.,Neutral,Request,Entertainment,annotated,0.9
TXT-1081,Customer service was incredibly helpful and resolved my issue quickly. Would recommend.,Positive,Request,Entertainment,annotated,0.87
TXT-1082,Brilliant product! Exactly what I needed. Would recommend.,Positive,Feedback,Finance,annotated,0.82
TXT-1083,Customer service was incredibly helpful and resolved my issue quickly. Would recommend.,Positive,Complaint,Entertainment,annotated,0.9
TXT-1084,Delivery was on schedule. No issues with the order.,Neutral,Greeting,Health,annotated,0.88
TXT-1085,Extremely slow delivery. Took three weeks for a local order. Avoid.,Negative,Complaint,Entertainment,annotated,0.91
TXT-1086,Great value for money. The product is exactly as described. 5 stars.,Positive,Greeting,Sports,annotated,0.85
TXT-1087,Top notch quality and super fast shipping. Great!,Positive,Greeting,Health,annotated,0.93
TXT-1088,Great value for money. The product is exactly as described.,Positive,Greeting,Entertainment,annotated,0.85
TXT-1089,Fast delivery and excellent packaging. Will buy again. Loved it!,Positive,Complaint,Entertainment,annotated,0.95
TXT-1090,Very happy with this purchase. Works like a charm.,Positive,Greeting,Technology,annotated,0.96
TXT-1091,Loved the packaging and the product quality is fantastic. 5 stars.,Positive,Complaint,Sports,annotated,0.87
TXT-1092,The description is misleading. Product is much smaller than shown.,Negative,Feedback,Sports,annotated,0.9
TXT-1093,The item matches the product description provided.,Neutral,Feedback,Finance,annotated,0.96
TXT-1094,Terrible product. Stopped working after just two days. Avoid.,Negative,Feedback,Technology,annotated,0.9
TXT-1095,Wonderful experience overall. Will definitely order again. Would recommend.,Positive,Inquiry,Entertainment,annotated,0.9
TXT-1096,Terrible product. Stopped working after just two days. Avoid.,Negative,Complaint,Health,annotated,0.9
TXT-1097,Great value for money. The product is exactly as described. Great!,Positive,Greeting,Technology,annotated,0.93
TXT-1098,Brilliant product! Exactly what I needed. 5 stars.,Positive,Inquiry,Entertainment,annotated,0.96
TXT-1099,Order was processed and shipped on time.,Neutral,Feedback,Technology,annotated,0.96
TXT-1100,Top notch quality and super fast shipping. Great!,Positive,Inquiry,Entertainment,annotated,0.9
TXT-1101,Do not buy this. It is a scam. Zero stars.,Negative,Feedback,Finance,annotated,0.95
TXT-1102,Best purchase I have made this year. Truly outstanding. Loved it!,Positive,Inquiry,Entertainment,annotated,0.95
TXT-1103,Decent product at a reasonable price.,Neutral,Feedback,Technology,annotated,0.91
TXT-1104,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Request,Sports,annotated,0.95
TXT-1105,Amazing quality for the price. Highly recommend to everyone. Would recommend.,Positive,Inquiry,Entertainment,annotated,0.93
TXT-1106,Received on time. Packaging was intact.,Neutral,Complaint,Health,annotated,0.79
TXT-1107,Received the wrong item and nobody is responding. Very bad.,Negative,Inquiry,Sports,annotated,0.91
TXT-1108,Extremely slow delivery. Took three weeks for a local order.,Negative,Request,Entertainment,annotated,0.96
TXT-1109,Poor quality. The stitching came apart within a week.,Negative,Request,Health,annotated,0.82
TXT-1110,"It does what it says. Nothing more, nothing less.",Neutral,Request,Technology,annotated,0.87
TXT-1111,Order was processed and shipped on time.,Neutral,Request,Health,annotated,0.95
TXT-1112,Battery life is horrible. Barely lasts two hours. Very bad.,Negative,Greeting,Health,annotated,0.85
TXT-1113,Fell apart on the first use. Very poor craftsmanship.,Negative,Feedback,Health,annotated,0.9
TXT-1114,Best purchase I have made this year. Truly outstanding. 5 stars.,Positive,Feedback,Entertainment,annotated,0.85
TXT-1115,Received the item in perfect condition. Very satisfied. Would recommend.,Positive,Greeting,Finance,annotated,0.88
TXT-1116,Battery life is horrible. Barely lasts two hours. Avoid.,Negative,Feedback,Entertainment,annotated,0.93
TXT-1117,The product exceeded my expectations. Absolutely love it! Great!,Positive,Complaint,Sports,annotated,0.85
TXT-1118,Fast delivery and excellent packaging. Will buy again.,Positive,Request,Health,annotated,0.85
TXT-1119,Amazing quality for the price. Highly recommend to everyone. 5 stars.,Positive,Inquiry,Technology,annotated,0.96
TXT-1120,The product exceeded my expectations. Absolutely love it!,Positive,Complaint,Entertainment,annotated,0.85
TXT-1121,Awful smell and bad material. Returned immediately. Zero stars.,Negative,Complaint,Technology,annotated,0.9
TXT-1122,Very disappointed. The item looks nothing like the photos. Zero stars.,Negative,Greeting,Finance,annotated,0.82
TXT-1123,Highly overpriced for the terrible quality offered. Very bad.,Negative,Feedback,Health,annotated,0.93
TXT-1124,Great value for money. The product is exactly as described. Great!,Positive,Feedback,Sports,annotated,0.95
TXT-1125,Received on time. Packaging was intact.,Neutral,Feedback,Finance,annotated,0.79
TXT-1126,Works as expected. Average experience.,Neutral,Feedback,Technology,annotated,0.85
TXT-1127,Received the item in perfect condition. Very satisfied. Would recommend.,Positive,Complaint,Health,annotated,0.79
TXT-1128,Decent product at a reasonable price.,Neutral,Inquiry,Sports,annotated,0.96
TXT-1129,Fast delivery and excellent packaging. Will buy again. Would recommend.,Positive,Greeting,Sports,annotated,0.88
TXT-1130,Customer support was rude and unhelpful. Never buying again.,Negative,Inquiry,Entertainment,annotated,0.85
TXT-1131,Very happy with this purchase. Works like a charm. Would recommend.,Positive,Greeting,Technology,annotated,0.88
TXT-1132,Loved the packaging and the product quality is fantastic. Would recommend.,Positive,Complaint,Technology,annotated,0.96
TXT-1133,Fast delivery and excellent packaging. Will buy again. Great!,Positive,Feedback,Sports,annotated,0.9
TXT-1134,The product exceeded my expectations. Absolutely love it! Would recommend.,Positive,Complaint,Technology,annotated,0.93
TXT-1135,Wonderful experience overall. Will definitely order again. Would recommend.,Positive,Inquiry,Health,annotated,0.96
TXT-1136,Loved the packaging and the product quality is fantastic. Would recommend.,Positive,Complaint,Entertainment,annotated,0.9
TXT-1137,Top notch quality and super fast shipping. Would recommend.,Positive,Request,Sports,annotated,0.95
TXT-1138,Fell apart on the first use. Very poor craftsmanship. Very bad.,Negative,Inquiry,Technology,annotated,0.87
TXT-1139,Extremely slow delivery. Took three weeks for a local order.,Negative,Greeting,Entertainment,annotated,0.85
TXT-1140,Loved the packaging and the product quality is fantastic. 5 stars.,Positive,Feedback,Sports,annotated,0.79
TXT-1141,The product arrived on the expected delivery date.,Neutral,Feedback,Entertainment,annotated,0.85
TXT-1142,Brilliant product! Exactly what I needed. 5 stars.,Positive,Request,Health,annotated,0.85
TXT-1143,Awful smell and bad material. Returned immediately. Zero stars.,Negative,Greeting,Technology,annotated,0.93
TXT-1144,Average quality. Suitable for occasional use.,Neutral,Feedback,Sports,annotated,0.88
TXT-1145,Highly overpriced for the terrible quality offered. Very bad.,Negative,Request,Technology,annotated,0.79
TXT-1146,Highly overpriced for the terrible quality offered.,Negative,Inquiry,Technology,annotated,0.88
TXT-1147,Poor quality. The stitching came apart within a week. Very bad.,Negative,Inquiry,Sports,annotated,0.9
TXT-1148,Extremely slow delivery. Took three weeks for a local order. Very bad.,Negative,Feedback,Sports,annotated,0.87
TXT-1149,Superb build quality and very easy to set up. Would recommend.,Positive,Complaint,Health,annotated,0.91
TXT-1150,The product exceeded my expectations. Absolutely love it! 5 stars.,Positive,Request,Technology,annotated,0.91
TXT-1151,Amazing quality for the price. Highly recommend to everyone.,Positive,Greeting,Finance,annotated,0.95
TXT-1152,Top notch quality and super fast shipping.,Positive,Complaint,Technology,annotated,0.88
TXT-1153,Do not buy this. It is a scam. Zero stars.,Negative,Complaint,Sports,annotated,0.95
TXT-1154,Highly overpriced for the terrible quality offered. Very bad.,Negative,Inquiry,Technology,annotated,0.88
TXT-1155,Customer support was rude and unhelpful. Never buying again. Very bad.,Negative,Complaint,Sports,annotated,0.96
TXT-1156,I regret buying this. Total disappointment. Zero stars.,Negative,Complaint,Technology,annotated,0.9
TXT-1157,Fast delivery and excellent packaging. Will buy again. Would recommend.,Positive,Greeting,Finance,annotated,0.9
TXT-1158,Very disappointed. The item looks nothing like the photos. Zero stars.,Negative,Feedback,Sports,annotated,0.82
TXT-1159,The product arrived broken and the return process is a nightmare. Very bad.,Negative,Greeting,Finance,annotated,0.9
TXT-1160,The product arrived broken and the return process is a nightmare. Zero stars.,Negative,Greeting,Finance,annotated,0.91
TXT-1161,The item matches the product description provided.,Neutral,Complaint,Health,annotated,0.85
TXT-1162,Customer support was rude and unhelpful. Never buying again.,Negative,Feedback,Entertainment,annotated,0.93
TXT-1163,"It does what it says. Nothing more, nothing less.",Neutral,Inquiry,Entertainment,annotated,0.95
TXT-1164,Terrible product. Stopped working after just two days. Zero stars.,Negative,Greeting,Sports,annotated,0.85
TXT-1165,Very happy with this purchase. Works like a charm. Loved it!,Positive,Request,Technology,annotated,0.91
TXT-1166,Terrible product. Stopped working after just two days. Very bad.,Negative,Complaint,Entertainment,annotated,0.93
TXT-1167,Highly overpriced for the terrible quality offered. Avoid.,Negative,Request,Finance,annotated,0.82
TXT-1168,Amazing quality for the price. Highly recommend to everyone. Loved it!,Positive,Greeting,Sports,annotated,0.96
TXT-1169,Received the item in perfect condition. Very satisfied. Loved it!,Positive,Greeting,Technology,annotated,0.93
TXT-1170,Nothing remarkable but no complaints either.,Neutral,Request,Entertainment,annotated,0.93
TXT-1171,Package was sealed properly. Contents were as listed.,Neutral,Feedback,Sports,annotated,0.96
TXT-1172,The product arrived on the expected delivery date.,Neutral,Inquiry,Finance,annotated,0.87
TXT-1173,Package was sealed properly. Contents were as listed.,Neutral,Complaint,Entertainment,annotated,0.87
TXT-1174,The product arrived broken and the return process is a nightmare. Zero stars.,Negative,Inquiry,Health,annotated,0.95
TXT-1175,The product exceeded my expectations. Absolutely love it! Loved it!,Positive,Inquiry,Sports,annotated,0.85
TXT-1176,Great value for money. The product is exactly as described. Loved it!,Positive,Complaint,Technology,annotated,0.93
TXT-1177,Awful smell and bad material. Returned immediately. Avoid.,Negative,Inquiry,Sports,annotated,0.96
TXT-1178,Order was processed and shipped on time.,Neutral,Greeting,Sports,annotated,0.79
TXT-1179,The product exceeded my expectations. Absolutely love it! Great!,Positive,Greeting,Finance,annotated,0.91
TXT-1180,Customer service was incredibly helpful and resolved my issue quickly. Great!,Positive,Greeting,Technology,annotated,0.95
TXT-1181,Package was sealed properly. Contents were as listed.,Neutral,Request,Entertainment,annotated,0.88
TXT-1182,I am impressed with the performance. Worth every rupee. 5 stars.,Positive,Inquiry,Health,annotated,0.82
TXT-1183,Amazing quality for the price. Highly recommend to everyone. Great!,Positive,Inquiry,Technology,annotated,0.79
TXT-1184,Poor quality. The stitching came apart within a week.,Negative,Request,Finance,annotated,0.88
TXT-1185,Fast delivery and excellent packaging. Will buy again. Would recommend.,Positive,Request,Technology,annotated,0.9
TXT-1186,Highly overpriced for the terrible quality offered.,Negative,Inquiry,Entertainment,annotated,0.93
TXT-1187,Delivery was on schedule. No issues with the order.,Neutral,Request,Health,annotated,0.93
TXT-1188,Customer service was incredibly helpful and resolved my issue quickly. Would recommend.,Positive,Feedback,Health,annotated,0.88
TXT-1189,Standard product. Met the basic requirements.,Neutral,Inquiry,Technology,annotated,0.79
TXT-1190,Do not buy this. It is a scam. Very bad.,Negative,Inquiry,Technology,annotated,0.96
TXT-1191,Brilliant product! Exactly what I needed. Would recommend.,Positive,Request,Finance,annotated,0.95
TXT-1192,Very happy with this purchase. Works like a charm. 5 stars.,Positive,Feedback,Entertainment,annotated,0.88
TXT-1193,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Greeting,Finance,annotated,0.9
TXT-1194,Fast delivery and excellent packaging. Will buy again. Would recommend.,Positive,Request,Finance,annotated,0.87
TXT-1195,I am impressed with the performance. Worth every rupee. Would recommend.,Positive,Feedback,Technology,annotated,0.95
TXT-1196,Top notch quality and super fast shipping. Would recommend.,Positive,Inquiry,Health,annotated,0.88
TXT-1197,Extremely slow delivery. Took three weeks for a local order. Zero stars.,Negative,Inquiry,Entertainment,annotated,0.9
TXT-1198,Loved the packaging and the product quality is fantastic. Great!,Positive,Complaint,Technology,annotated,0.82
TXT-1199,The description is misleading. Product is much smaller than shown. Very bad.,Negative,Greeting,Sports,annotated,0.82
TXT-1200,Delivery was on schedule. No issues with the order.,Neutral,Request,Sports,annotated,0.85
TXT-1201,Poor quality. The stitching came apart within a week. Very bad.,Negative,Complaint,Sports,annotated,0.87
TXT-1202,Amazing quality for the price. Highly recommend to everyone. Loved it!,Positive,Feedback,Finance,annotated,0.79
TXT-1203,"Product is okay. Not great, not bad.",Neutral,Complaint,Sports,annotated,0.85
TXT-1204,Awful smell and bad material. Returned immediately. Avoid.,Negative,Request,Entertainment,annotated,0.93
TXT-1205,Top notch quality and super fast shipping.,Positive,Request,Sports,annotated,0.91
TXT-1206,Received the wrong item and nobody is responding. Zero stars.,Negative,Inquiry,Health,annotated,0.82
TXT-1207,"Product is okay. Not great, not bad.",Neutral,Complaint,Technology,annotated,0.95
TXT-1208,Received the item in perfect condition. Very satisfied. 5 stars.,Positive,Complaint,Health,annotated,0.87
TXT-1209,Received the item in perfect condition. Very satisfied. 5 stars.,Positive,Greeting,Entertainment,annotated,0.9
TXT-1210,Works as expected. Average experience.,Neutral,Complaint,Entertainment,annotated,0.88
TXT-1211,Loved the packaging and the product quality is fantastic. 5 stars.,Positive,Greeting,Health,annotated,0.91
TXT-1212,Highly overpriced for the terrible quality offered. Very bad.,Negative,Request,Health,annotated,0.85
TXT-1213,Great value for money. The product is exactly as described.,Positive,Feedback,Health,annotated,0.91
TXT-1214,"It does what it says. Nothing more, nothing less.",Neutral,Complaint,Entertainment,annotated,0.87
TXT-1215,Received on time. Packaging was intact.,Neutral,Inquiry,Health,annotated,0.88
TXT-1216,Poor quality. The stitching came apart within a week. Very bad.,Negative,Greeting,Finance,annotated,0.95
TXT-1217,Works as expected. Average experience.,Neutral,Feedback,Health,annotated,0.88
TXT-1218,Loved the packaging and the product quality is fantastic. 5 stars.,Positive,Request,Health,annotated,0.87
TXT-1219,Terrible product. Stopped working after just two days. Very bad.,Negative,Feedback,Sports,annotated,0.79
TXT-1220,Delivery was on schedule. No issues with the order.,Neutral,Greeting,Technology,annotated,0.87
TXT-1221,Delivery was on schedule. No issues with the order.,Neutral,Greeting,Health,annotated,0.87
TXT-1222,Great value for money. The product is exactly as described.,Positive,Complaint,Finance,annotated,0.79
TXT-1223,Loved the packaging and the product quality is fantastic. Would recommend.,Positive,Complaint,Sports,annotated,0.85
TXT-1224,No issues with the order. Standard delivery.,Neutral,Feedback,Technology,annotated,0.93
TXT-1225,Package was sealed properly. Contents were as listed.,Neutral,Feedback,Technology,annotated,0.93
TXT-1226,Top notch quality and super fast shipping. Loved it!,Positive,Inquiry,Finance,annotated,0.95
TXT-1227,Battery life is horrible. Barely lasts two hours. Very bad.,Negative,Request,Entertainment,annotated,0.96
TXT-1228,Loved the packaging and the product quality is fantastic. Loved it!,Positive,Feedback,Sports,annotated,0.95
TXT-1229,The description is misleading. Product is much smaller than shown. Very bad.,Negative,Inquiry,Technology,annotated,0.96
TXT-1230,The product exceeded my expectations. Absolutely love it! Loved it!,Positive,Feedback,Sports,annotated,0.87
TXT-1231,I regret buying this. Total disappointment. Avoid.,Negative,Request,Entertainment,annotated,0.79
TXT-1232,Wonderful experience overall. Will definitely order again.,Positive,Request,Sports,annotated,0.87
TXT-1233,Order was processed and shipped on time.,Neutral,Inquiry,Health,annotated,0.9
TXT-1234,Customer service was incredibly helpful and resolved my issue quickly. 5 stars.,Positive,Request,Health,annotated,0.88
TXT-1235,Order was processed and shipped on time.,Neutral,Inquiry,Health,annotated,0.91
TXT-1236,Worst purchase ever. Complete waste of money.,Negative,Greeting,Finance,annotated,0.93
TXT-1237,Do not buy this. It is a scam. Avoid.,Negative,Inquiry,Finance,annotated,0.93
TXT-1238,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Complaint,Health,annotated,0.85
TXT-1239,I am impressed with the performance. Worth every rupee. Loved it!,Positive,Feedback,Health,annotated,0.95
TXT-1240,"It does what it says. Nothing more, nothing less.",Neutral,Greeting,Technology,annotated,0.88
TXT-1241,Awful smell and bad material. Returned immediately. Avoid.,Negative,Inquiry,Health,annotated,0.79
TXT-1242,The description is misleading. Product is much smaller than shown. Zero stars.,Negative,Feedback,Technology,annotated,0.87
TXT-1243,No issues with the order. Standard delivery.,Neutral,Request,Sports,annotated,0.91
TXT-1244,Received the wrong item and nobody is responding. Zero stars.,Negative,Feedback,Finance,annotated,0.95
TXT-1245,The product exceeded my expectations. Absolutely love it!,Positive,Feedback,Health,annotated,0.87
TXT-1246,Great value for money. The product is exactly as described. 5 stars.,Positive,Inquiry,Entertainment,annotated,0.9
TXT-1247,Top notch quality and super fast shipping. Would recommend.,Positive,Complaint,Sports,annotated,0.79
TXT-1248,No issues with the order. Standard delivery.,Neutral,Inquiry,Entertainment,annotated,0.91
TXT-1249,Very disappointed. The item looks nothing like the photos. Avoid.,Negative,Request,Entertainment,annotated,0.91
